algorithm,seed,t,V,window,grid_density,mos,swer,q_semantic,q_energy,violation_flag,energy_cum,snr_db,noise_std,P_index,B_index,reward,q_prev_before,utility_reward,lyapunov_reward,scaled_reward,decision_latency_ms,mu_star,mu_choice,run_tag,experiment_id
safeopt_gp,0,1,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.983394756835435,0.0,4.983394756835435,3986.7158054683478,4.983394756835435,8.730300000024727,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,2,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.022021132522164,0.0,5.022021132522164,4017.6169060177317,5.022021132522164,0.29240000003483146,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,3,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.995245005857652,0.0,4.995245005857652,3996.1960046861213,4.995245005857652,0.2131000001099892,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,4,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.963216531341945,0.0,4.963216531341945,3970.573225073556,4.963216531341945,0.1998999996430939,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,5,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.008079752745474,0.0,5.008079752745474,4006.4638021963797,5.008079752745474,0.17800000023271423,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,6,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.055200002256507,0.0,5.055200002256507,4044.160001805206,5.055200002256507,0.2426999999443069,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,7,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.0373540481564625,0.0,5.0373540481564625,4029.88323852517,5.0373540481564625,0.2311000007466646,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,8,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.954813238209651,0.0,4.954813238209651,3963.8505905677207,4.954813238209651,0.19039999824599363,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,9,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.926728926447698,0.0,4.926728926447698,3941.383141158158,4.926728926447698,0.17719999959808774,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,10,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.958836276873132,0.0,4.958836276873132,3967.0690214985057,4.958836276873132,0.17899999875226058,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,11,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.992066298967362,0.0,4.992066298967362,3993.6530391738897,4.992066298967362,0.26900000011664815,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,12,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.873748461268058,0.0,4.873748461268058,3898.9987690144467,4.873748461268058,0.3405999996175524,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,13,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.979060416803373,0.0,4.979060416803373,3983.2483334426984,4.979060416803373,0.18200000158685725,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,14,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.927704452637347,0.0,4.927704452637347,3942.163562109877,4.927704452637347,0.185500000952743,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,15,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.953386632264827,0.0,4.953386632264827,3962.7093058118617,4.953386632264827,0.18819999968400225,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,16,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.962787050857135,0.0,4.962787050857135,3970.229640685708,4.962787050857135,0.21700000070268288,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,17,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.974184992181542,0.0,4.974184992181542,3979.347993745234,4.974184992181542,0.2012999993894482,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,18,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.010581526818707,0.0,5.010581526818707,4008.4652214549656,5.010581526818707,0.24819999998726416,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,19,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.042125668472134,0.0,5.042125668472134,4033.700534777707,5.042125668472134,0.21210000159044284,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,20,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.983573266852798,0.0,4.983573266852798,3986.8586134822385,4.983573266852798,0.2055000004475005,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,21,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.0583231735274845,0.0,5.0583231735274845,4046.658538821988,5.0583231735274845,0.18810000074154232,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,22,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.95674026632567,0.0,4.95674026632567,3965.392213060536,4.95674026632567,0.1857999995991122,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,23,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.007575503504651,0.0,5.007575503504651,4006.060402803721,5.007575503504651,0.23239999973156955,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,24,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.035173509082591,0.0,5.035173509082591,4028.1388072660725,5.035173509082591,0.20790000053239055,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,25,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9947006148880435,0.0,4.9947006148880435,3995.7604919104347,4.9947006148880435,0.20539999968605116,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,26,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9528250375323095,0.0,4.9528250375323095,3962.2600300258478,4.9528250375323095,0.19410000095376745,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,27,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.943913731187079,0.0,4.943913731187079,3955.1309849496633,4.943913731187079,0.18559999989520293,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,28,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.967113708716633,0.0,4.967113708716633,3973.690966973307,4.967113708716633,0.18829999862646218,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,29,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.001009756173502,0.0,5.001009756173502,4000.807804938802,5.001009756173502,0.19919999976991676,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,30,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9395190908230635,0.0,4.9395190908230635,3951.615272658451,4.9395190908230635,0.2777999998215819,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,31,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.979541221256414,0.0,4.979541221256414,3983.6329770051316,4.979541221256414,0.3020000003743917,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,32,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.982038749504277,0.0,4.982038749504277,3985.6309996034215,4.982038749504277,0.28390000079525635,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,33,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.017042279234291,0.0,5.017042279234291,4013.6338233874326,5.017042279234291,0.22139999964565504,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,34,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.000732956125317,0.0,5.000732956125317,4000.5863649002536,5.000732956125317,0.22110000099928584,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,35,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.007768635451996,0.0,5.007768635451996,4006.2149083615973,5.007768635451996,0.19360000078449957,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,36,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.957308569529083,0.0,4.957308569529083,3965.8468556232665,4.957308569529083,0.2069000001938548,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,37,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.983519318315362,0.0,4.983519318315362,3986.8154546522896,4.983519318315362,0.2404000006208662,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,38,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.029198773503067,0.0,5.029198773503067,4023.3590188024536,5.029198773503067,0.20939999922120478,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,39,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.064671557261038,0.0,5.064671557261038,4051.7372458088303,5.064671557261038,0.32610000016575214,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,40,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,4.9270467233947945,0.0,4.9270467233947945,3941.6373787158354,4.9270467233947945,0.22700000045006163,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
safeopt_gp,0,41,800.0,300,10,5.0,0.0,0.0,0.0,0,0.1,10.0,0.05,0,9,5.065696188736953,0.0,5.065696188736953,4052.5569509895627,5.065696188736953,0.2602000004117144,4.99,4.99,task3_safeopt_gp_V800.0_w300_g10_T10000_s0,exp_0
